AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
~|~|~|~|XI(e) Skin carcinomas|83181903|0-19|All Races|Male and Female|2010|~|~|~
4.0|4.9|4.4|380|XI(f) Other and unspecified carcinomas|83181903|0-19|All Races|Male and Female|2010|4.1|5.1|4.6
0.5|0.9|0.7|58|XII Other and unspecified malignant neoplasms|83181903|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
0.3|0.6|0.4|33|XII(a) Other specified malignant tumors|83181903|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
0.2|0.4|0.3|25|XII(b) Other unspecified malignant tumors|83181903|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
181.0|186.9|183.9|15321|All ICCC Groups Combined|82827710|0-19|All Races|Male and Female|2011|182.1|187.9|185.0
47.8|50.8|49.3|4084|I Leukemias, myeloproliferative & myelodysplastic diseases|82827710|0-19|All Races|Male and Female|2011|47.8|50.8|49.3
34.5|37.1|35.8|2964|I(a) Lymphoid leukemias|82827710|0-19|All Races|Male and Female|2011|34.5|37.1|35.8
7.7|9.0|8.3|695|I(b) Acute myeloid leukemias|82827710|0-19|All Races|Male and Female|2011|7.8|9.0|8.4
2.1|2.7|2.4|198|I(c) Chronic myeloproliferative diseases|82827710|0-19|All Races|Male and Female|2011|2.1|2.7|2.4
1.1|1.6|1.3|107|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82827710|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
1.2|1.7|1.4|120|I(e) Unspecified and other specified leukemias|82827710|0-19|All Races|Male and Female|2011|1.2|1.7|1.4
26.8|29.1|28.0|2339|II Lymphomas and reticuloendothelial neoplasms|82827710|0-19|All Races|Male and Female|2011|27.1|29.4|28.2
11.1|12.6|11.8|1001|II(a) Hodgkin lymphomas|82827710|0-19|All Races|Male and Female|2011|11.3|12.9|12.1
7.8|9.1|8.5|706|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82827710|0-19|All Races|Male and Female|2011|7.9|9.2|8.5
2.2|2.9|2.5|208|II(c) Burkitt lymphoma|82827710|0-19|All Races|Male and Female|2011|2.2|2.9|2.5
4.3|5.3|4.8|395|II(d) Miscellaneous lymphoreticular neoplasms|82827710|0-19|All Races|Male and Female|2011|4.3|5.3|4.8
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|82827710|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
32.0|34.5|33.2|2749|III CNS and misc intracranial and intraspinal neoplasms|82827710|0-19|All Races|Male and Female|2011|32.0|34.5|33.2
2.5|3.3|2.9|239|III(a) Ependymomas and choroid plexus tumor|82827710|0-19|All Races|Male and Female|2011|2.5|3.3|2.9
16.4|18.2|17.3|1429|III(b) Astrocytomas|82827710|0-19|All Races|Male and Female|2011|16.4|18.2|17.3
5.6|6.7|6.1|507|III(c) Intracranial and intraspinal embryonal tumors|82827710|0-19|All Races|Male and Female|2011|5.6|6.7|6.1
5.4|6.5|6.0|492|III(d) Other gliomas|82827710|0-19|All Races|Male and Female|2011|5.4|6.5|5.9
0.4|0.8|0.6|47|III(e) Other specified intracranial & intraspinal neoplasms|82827710|0-19|All Races|Male and Female|2011|0.4|0.8|0.6
0.3|0.6|0.4|35|III(f) Unspecified intracranial and intraspinal neoplasms|82827710|0-19|All Races|Male and Female|2011|0.3|0.6|0.4
8.0|9.2|8.6|711|IV Neuroblastoma and other peripheral nervous cell tumors|82827710|0-19|All Races|Male and Female|2011|8.0|9.2|8.6
7.7|9.0|8.3|690|IV(a) Neuroblastoma and ganglioneuroblastoma|82827710|0-19|All Races|Male and Female|2011|7.7|9.0|8.3
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82827710|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
11.5|13.0|12.2|1017|IX Soft tissue and other extraosseous sarcomas|82827710|0-19|All Races|Male and Female|2011|11.5|13.1|12.3
4.3|5.2|4.7|393|IX(a) Rhabdomyosarcomas|82827710|0-19|All Races|Male and Female|2011|4.3|5.2|4.7
1.1|1.6|1.3|109|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82827710|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82827710|0-19|All Races|Male and Female|2011|~|~|~
4.4|5.3|4.8|402|IX(d) Other specified soft tissue sarcomas|82827710|0-19|All Races|Male and Female|2011|4.4|5.4|4.9
1.0|1.5|1.3|106|IX(e) Unspecified soft tissue sarcomas|82827710|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
0.2|0.4|0.3|23|Not classified by ICCC|82827710|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|262|V Retinoblastoma|82827710|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
6.6|7.8|7.2|597|VI Renal tumors|82827710|0-19|All Races|Male and Female|2011|6.6|7.8|7.2
6.0|7.1|6.5|540|VI(a) Nephroblastoma and other nonepithelial renal tumors|82827710|0-19|All Races|Male and Female|2011|6.0|7.1|6.5
0.5|0.9|0.7|56|VI(b) Renal carcinomas|82827710|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82827710|0-19|All Races|Male and Female|2011|~|~|~
2.3|3.0|2.6|216|VII Hepatic tumors|82827710|0-19|All Races|Male and Female|2011|2.3|3.0|2.6
1.7|2.4|2.0|168|VII(a) Hepatoblastoma|82827710|0-19|All Races|Male and Female|2011|1.7|2.4|2.0
0.4|0.7|0.5|44|VII(b) Hepatic carcinomas|82827710|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82827710|0-19|All Races|Male and Female|2011|~|~|~
8.3|9.6|8.9|743|VIII Malignant bone tumors|82827710|0-19|All Races|Male and Female|2011|8.3|9.6|9.0
4.6|5.6|5.1|421|VIII(a) Osteosarcomas|82827710|0-19|All Races|Male and Female|2011|4.6|5.6|5.1
0.2|0.4|0.2|21|VIII(b) Chondrosarcomas|82827710|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|262|VIII(c) Ewing tumor and related sarcomas of bone|82827710|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
0.2|0.5|0.3|26|VIII(d) Other specified malignant bone tumors|82827710|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82827710|0-19|All Races|Male and Female|2011|~|~|~
10.1|11.5|10.8|909|X Germ cell, trophoblastic tumors & neoplasms of gonads|82827710|0-19|All Races|Male and Female|2011|10.3|11.7|11.0
1.4|2.0|1.7|139|X(a) Intracranial & intraspinal germ cell tumors|82827710|0-19|All Races|Male and Female|2011|1.4|2.0|1.7
1.1|1.6|1.4|115|X(b) Malignant extracranial & extragonadal germ cell tumors|82827710|0-19|All Races|Male and Female|2011|1.1|1.7|1.4
6.6|7.7|7.1|608|X(c) Malignant gonadal germ cell tumors|82827710|0-19|All Races|Male and Female|2011|6.8|7.9|7.3
0.2|0.5|0.3|26|X(d) Gonadal carcinomas|82827710|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.4|0.2|21|X(e) Other and unspecified malignant gonadal tumors|82827710|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
18.1|20.0|19.1|1614|XI Other malignant epithelial neoplasms and malignant melanomas|82827710|0-19|All Races|Male and Female|2011|18.5|20.5|19.5
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|82827710|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
8.7|10.0|9.3|792|XI(b) Thyroid carcinomas|82827710|0-19|All Races|Male and Female|2011|8.9|10.3|9.6
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82827710|0-19|All Races|Male and Female|2011|0.5|0.8|0.6
3.9|4.8|4.3|364|XI(d) Malignant melanomas|82827710|0-19|All Races|Male and Female|2011|4.0|4.9|4.4
~|~|~|~|XI(e) Skin carcinomas|82827710|0-19|All Races|Male and Female|2011|~|~|~
4.0|5.0|4.5|380|XI(f) Other and unspecified carcinomas|82827710|0-19|All Races|Male and Female|2011|4.1|5.1|4.6
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|82827710|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|82827710|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|82827710|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
182.4|188.3|185.3|15357|All ICCC Groups Combined|82483581|0-19|All Races|Male and Female|2012|183.2|189.2|186.2
46.2|49.2|47.7|3939|I Leukemias, myeloproliferative & myelodysplastic diseases|82483581|0-19|All Races|Male and Female|2012|46.3|49.3|47.8
32.8|35.3|34.1|2809|I(a) Lymphoid leukemias|82483581|0-19|All Races|Male and Female|2012|32.8|35.3|34.1
7.3|8.5|7.9|651|I(b) Acute myeloid leukemias|82483581|0-19|All Races|Male and Female|2012|7.3|8.5|7.9
2.2|2.9|2.5|209|I(c) Chronic myeloproliferative diseases|82483581|0-19|All Races|Male and Female|2012|2.2|2.9|2.5
1.3|1.8|1.5|124|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82483581|0-19|All Races|Male and Female|2012|1.3|1.8|1.5
1.5|2.1|1.8|146|I(e) Unspecified and other specified leukemias|82483581|0-19|All Races|Male and Female|2012|1.5|2.1|1.8
28.8|31.2|30.0|2493|II Lymphomas and reticuloendothelial neoplasms|82483581|0-19|All Races|Male and Female|2012|29.0|31.4|30.2
11.8|13.3|12.6|1051|II(a) Hodgkin lymphomas|82483581|0-19|All Races|Male and Female|2012|12.0|13.5|12.7
9.2|10.5|9.8|816|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82483581|0-19|All Races|Male and Female|2012|9.2|10.6|9.9
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|82483581|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.3|5.3|4.8|395|II(d) Miscellaneous lymphoreticular neoplasms|82483581|0-19|All Races|Male and Female|2012|4.3|5.3|4.8
0.3|0.7|0.5|40|II(e) Unspecified lymphomas|82483581|0-19|All Races|Male and Female|2012|0.3|0.7|0.5
31.1|33.5|32.3|2659|III CNS and misc intracranial and intraspinal neoplasms|82483581|0-19|All Races|Male and Female|2012|31.0|33.5|32.2
2.3|3.1|2.7|222|III(a) Ependymomas and choroid plexus tumor|82483581|0-19|All Races|Male and Female|2012|2.3|3.1|2.7
16.5|18.3|17.4|1432|III(b) Astrocytomas|82483581|0-19|All Races|Male and Female|2012|16.5|18.3|17.4
5.3|6.4|5.8|478|III(c) Intracranial and intraspinal embryonal tumors|82483581|0-19|All Races|Male and Female|2012|5.3|6.3|5.8
4.7|5.7|5.2|428|III(d) Other gliomas|82483581|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.4|0.7|0.6|46|III(e) Other specified intracranial & intraspinal neoplasms|82483581|0-19|All Races|Male and Female|2012|0.4|0.7|0.6
0.5|0.8|0.6|53|III(f) Unspecified intracranial and intraspinal neoplasms|82483581|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
8.1|9.4|8.8|723|IV Neuroblastoma and other peripheral nervous cell tumors|82483581|0-19|All Races|Male and Female|2012|8.1|9.4|8.8
7.9|9.2|8.5|703|IV(a) Neuroblastoma and ganglioneuroblastoma|82483581|0-19|All Races|Male and Female|2012|7.9|9.2|8.5
0.1|0.4|0.2|20|IV(b) Other peripheral nervous cell tumors|82483581|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
11.1|12.6|11.8|977|IX Soft tissue and other extraosseous sarcomas|82483581|0-19|All Races|Male and Female|2012|11.1|12.6|11.8
4.1|5.0|4.6|376|IX(a) Rhabdomyosarcomas|82483581|0-19|All Races|Male and Female|2012|4.1|5.0|4.6
1.0|1.5|1.3|104|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82483581|0-19|All Races|Male and Female|2012|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82483581|0-19|All Races|Male and Female|2012|~|~|~
4.1|5.0|4.5|376|IX(d) Other specified soft tissue sarcomas|82483581|0-19|All Races|Male and Female|2012|4.1|5.0|4.6
1.2|1.7|1.4|116|IX(e) Unspecified soft tissue sarcomas|82483581|0-19|All Races|Male and Female|2012|1.2|1.7|1.4
0.1|0.4|0.2|19|Not classified by ICCC|82483581|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.3|273|V Retinoblastoma|82483581|0-19|All Races|Male and Female|2012|2.9|3.7|3.3
6.5|7.6|7.0|582|VI Renal tumors|82483581|0-19|All Races|Male and Female|2012|6.5|7.7|7.1
5.7|6.8|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|82483581|0-19|All Races|Male and Female|2012|5.7|6.8|6.3
0.6|0.9|0.7|61|VI(b) Renal carcinomas|82483581|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82483581|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.2|2.8|230|VII Hepatic tumors|82483581|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
1.8|2.5|2.1|176|VII(a) Hepatoblastoma|82483581|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82483581|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82483581|0-19|All Races|Male and Female|2012|~|~|~
8.4|9.7|9.1|750|VIII Malignant bone tumors|82483581|0-19|All Races|Male and Female|2012|8.5|9.8|9.1
4.8|5.8|5.2|432|VIII(a) Osteosarcomas|82483581|0-19|All Races|Male and Female|2012|4.8|5.8|5.2
0.2|0.5|0.3|28|VIII(b) Chondrosarcomas|82483581|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
2.5|3.2|2.8|236|VIII(c) Ewing tumor and related sarcomas of bone|82483581|0-19|All Races|Male and Female|2012|2.5|3.3|2.9
0.3|0.6|0.4|35|VIII(d) Other specified malignant bone tumors|82483581|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.1|0.4|0.2|19|VIII(e) Unspecified malignant bone tumors|82483581|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
10.9|12.4|11.7|977|X Germ cell, trophoblastic tumors & neoplasms of gonads|82483581|0-19|All Races|Male and Female|2012|11.1|12.6|11.8
1.3|1.9|1.6|131|X(a) Intracranial & intraspinal germ cell tumors|82483581|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
1.4|2.0|1.7|141|X(b) Malignant extracranial & extragonadal germ cell tumors|82483581|0-19|All Races|Male and Female|2012|1.4|2.0|1.7
7.1|8.2|7.6|643|X(c) Malignant gonadal germ cell tumors|82483581|0-19|All Races|Male and Female|2012|7.2|8.4|7.8
0.3|0.6|0.4|35|X(d) Gonadal carcinomas|82483581|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|82483581|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
18.8|20.7|19.7|1653|XI Other malignant epithelial neoplasms and malignant melanomas|82483581|0-19|All Races|Male and Female|2012|19.1|21.0|20.0
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|82483581|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
9.1|10.4|9.7|817|XI(b) Thyroid carcinomas|82483581|0-19|All Races|Male and Female|2012|9.2|10.6|9.9
0.3|0.6|0.5|38|XI(c) Nasopharyngeal carcinomas|82483581|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
3.8|4.7|4.3|356|XI(d) Malignant melanomas|82483581|0-19|All Races|Male and Female|2012|3.9|4.8|4.3
~|~|~|~|XI(e) Skin carcinomas|82483581|0-19|All Races|Male and Female|2012|~|~|~
4.5|5.4|4.9|412|XI(f) Other and unspecified carcinomas|82483581|0-19|All Races|Male and Female|2012|4.5|5.5|5.0
0.8|1.2|1.0|82|XII Other and unspecified malignant neoplasms|82483581|0-19|All Races|Male and Female|2012|0.8|1.2|1.0
0.3|0.6|0.4|36|XII(a) Other specified malignant tumors|82483581|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.4|0.7|0.6|46|XII(b) Other unspecified malignant tumors|82483581|0-19|All Races|Male and Female|2012|0.4|0.7|0.6
181.8|187.7|184.7|15232|All ICCC Groups Combined|82246791|0-19|All Races|Male and Female|2013|182.3|188.2|185.2
45.4|48.4|46.9|3859|I Leukemias, myeloproliferative & myelodysplastic diseases|82246791|0-19|All Races|Male and Female|2013|45.5|48.4|46.9
31.3|33.8|32.6|2676|I(a) Lymphoid leukemias|82246791|0-19|All Races|Male and Female|2013|31.3|33.8|32.5
7.7|8.9|8.3|681|I(b) Acute myeloid leukemias|82246791|0-19|All Races|Male and Female|2013|7.7|8.9|8.3
2.1|2.8|2.5|203|I(c) Chronic myeloproliferative diseases|82246791|0-19|All Races|Male and Female|2013|2.1|2.8|2.5
1.4|1.9|1.6|135|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82246791|0-19|All Races|Male and Female|2013|1.4|1.9|1.6
1.7|2.3|2.0|164|I(e) Unspecified and other specified leukemias|82246791|0-19|All Races|Male and Female|2013|1.7|2.3|2.0
27.2|29.6|28.4|2346|II Lymphomas and reticuloendothelial neoplasms|82246791|0-19|All Races|Male and Female|2013|27.4|29.7|28.5
10.9|12.3|11.6|963|II(a) Hodgkin lymphomas|82246791|0-19|All Races|Male and Female|2013|11.0|12.5|11.7
8.4|9.8|9.1|750|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82246791|0-19|All Races|Male and Female|2013|8.5|9.8|9.1
2.0|2.6|2.3|188|II(c) Burkitt lymphoma|82246791|0-19|All Races|Male and Female|2013|2.0|2.6|2.3
4.6|5.6|5.1|415|II(d) Miscellaneous lymphoreticular neoplasms|82246791|0-19|All Races|Male and Female|2013|4.6|5.6|5.0
0.2|0.5|0.4|30|II(e) Unspecified lymphomas|82246791|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
32.0|34.5|33.2|2727|III CNS and misc intracranial and intraspinal neoplasms|82246791|0-19|All Races|Male and Female|2013|31.9|34.4|33.2
2.4|3.1|2.7|222|III(a) Ependymomas and choroid plexus tumor|82246791|0-19|All Races|Male and Female|2013|2.4|3.1|2.7
17.0|18.8|17.9|1468|III(b) Astrocytomas|82246791|0-19|All Races|Male and Female|2013|16.9|18.8|17.8
5.2|6.2|5.7|467|III(c) Intracranial and intraspinal embryonal tumors|82246791|0-19|All Races|Male and Female|2013|5.2|6.2|5.7
5.2|6.3|5.7|471|III(d) Other gliomas|82246791|0-19|All Races|Male and Female|2013|5.2|6.3|5.7
0.5|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|82246791|0-19|All Races|Male and Female|2013|0.5|0.9|0.7
0.3|0.7|0.5|40|III(f) Unspecified intracranial and intraspinal neoplasms|82246791|0-19|All Races|Male and Female|2013|0.3|0.7|0.5
8.7|10.0|9.3|764|IV Neuroblastoma and other peripheral nervous cell tumors|82246791|0-19|All Races|Male and Female|2013|8.6|10.0|9.3
8.4|9.7|9.0|739|IV(a) Neuroblastoma and ganglioneuroblastoma|82246791|0-19|All Races|Male and Female|2013|8.3|9.7|9.0
0.2|0.4|0.3|25|IV(b) Other peripheral nervous cell tumors|82246791|0-19|All Races|Male and Female|2013|0.2|0.4|0.3
11.2|12.7|11.9|979|IX Soft tissue and other extraosseous sarcomas|82246791|0-19|All Races|Male and Female|2013|11.2|12.7|11.9
4.4|5.3|4.8|397|IX(a) Rhabdomyosarcomas|82246791|0-19|All Races|Male and Female|2013|4.4|5.3|4.8
1.0|1.5|1.3|105|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82246791|0-19|All Races|Male and Female|2013|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82246791|0-19|All Races|Male and Female|2013|~|~|~
4.1|5.0|4.5|373|IX(d) Other specified soft tissue sarcomas|82246791|0-19|All Races|Male and Female|2013|4.1|5.0|4.5
1.0|1.5|1.2|103|IX(e) Unspecified soft tissue sarcomas|82246791|0-19|All Races|Male and Female|2013|1.0|1.5|1.3
0.2|0.4|0.3|23|Not classified by ICCC|82246791|0-19|All Races|Male and Female|2013|0.2|0.4|0.3
2.9|3.7|3.2|266|V Retinoblastoma|82246791|0-19|All Races|Male and Female|2013|2.9|3.6|3.2
6.8|8.0|7.4|605|VI Renal tumors|82246791|0-19|All Races|Male and Female|2013|6.8|8.0|7.4
5.9|7.0|6.5|531|VI(a) Nephroblastoma and other nonepithelial renal tumors|82246791|0-19|All Races|Male and Female|2013|5.9|7.0|6.5
0.7|1.1|0.9|71|VI(b) Renal carcinomas|82246791|0-19|All Races|Male and Female|2013|0.7|1.1|0.9
~|~|~|~|VI(c) Unspecified malignant renal tumors|82246791|0-19|All Races|Male and Female|2013|~|~|~
2.2|2.8|2.5|204|VII Hepatic tumors|82246791|0-19|All Races|Male and Female|2013|2.2|2.8|2.5
1.5|2.1|1.8|149|VII(a) Hepatoblastoma|82246791|0-19|All Races|Male and Female|2013|1.5|2.1|1.8
0.5|0.8|0.6|53|VII(b) Hepatic carcinomas|82246791|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82246791|0-19|All Races|Male and Female|2013|~|~|~
8.5|9.9|9.2|757|VIII Malignant bone tumors|82246791|0-19|All Races|Male and Female|2013|8.6|9.9|9.2
4.5|5.5|5.0|409|VIII(a) Osteosarcomas|82246791|0-19|All Races|Male and Female|2013|4.5|5.5|5.0
0.2|0.5|0.3|29|VIII(b) Chondrosarcomas|82246791|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
2.8|3.6|3.2|260|VIII(c) Ewing tumor and related sarcomas of bone|82246791|0-19|All Races|Male and Female|2013|2.8|3.6|3.2
0.4|0.7|0.5|45|VIII(d) Other specified malignant bone tumors|82246791|0-19|All Races|Male and Female|2013|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82246791|0-19|All Races|Male and Female|2013|~|~|~
11.2|12.7|11.9|990|X Germ cell, trophoblastic tumors & neoplasms of gonads|82246791|0-19|All Races|Male and Female|2013|11.3|12.8|12.0
1.6|2.3|1.9|159|X(a) Intracranial & intraspinal germ cell tumors|82246791|0-19|All Races|Male and Female|2013|1.6|2.3|1.9
1.1|1.7|1.4|114|X(b) Malignant extracranial & extragonadal germ cell tumors|82246791|0-19|All Races|Male and Female|2013|1.1|1.7|1.4
7.0|8.2|7.6|636|X(c) Malignant gonadal germ cell tumors|82246791|0-19|All Races|Male and Female|2013|7.1|8.4|7.7
0.4|0.7|0.6|47|X(d) Gonadal carcinomas|82246791|0-19|All Races|Male and Female|2013|0.4|0.8|0.6
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|82246791|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
18.8|20.7|19.7|1642|XI Other malignant epithelial neoplasms and malignant melanomas|82246791|0-19|All Races|Male and Female|2013|19.0|21.0|20.0
~|~|~|~|XI(a) Adrenocortical carcinomas|82246791|0-19|All Races|Male and Female|2013|~|~|~
8.8|10.1|9.4|787|XI(b) Thyroid carcinomas|82246791|0-19|All Races|Male and Female|2013|8.9|10.3|9.6
0.5|0.8|0.6|53|XI(c) Nasopharyngeal carcinomas|82246791|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
3.8|4.7|4.2|352|XI(d) Malignant melanomas|82246791|0-19|All Races|Male and Female|2013|3.8|4.8|4.3
~|~|~|~|XI(e) Skin carcinomas|82246791|0-19|All Races|Male and Female|2013|~|~|~
4.7|5.7|5.2|434|XI(f) Other and unspecified carcinomas|82246791|0-19|All Races|Male and Female|2013|4.8|5.8|5.3
0.7|1.1|0.8|70|XII Other and unspecified malignant neoplasms|82246791|0-19|All Races|Male and Female|2013|0.7|1.1|0.9
0.3|0.6|0.4|36|XII(a) Other specified malignant tumors|82246791|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
0.3|0.6|0.4|34|XII(b) Other unspecified malignant tumors|82246791|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
187.7|190.3|189.0|77854|All ICCC Groups Combined|410614782|0-19|All Races|Male and Female|2013-2017|188.3|190.9|189.6
47.5|48.9|48.2|19801|I Leukemias, myeloproliferative & myelodysplastic diseases|410614782|0-19|All Races|Male and Female|2013-2017|47.6|48.9|48.2
33.4|34.5|34.0|13942|I(a) Lymphoid leukemias|410614782|0-19|All Races|Male and Female|2013-2017|33.4|34.5|34.0
8.0|8.6|8.3|3407|I(b) Acute myeloid leukemias|410614782|0-19|All Races|Male and Female|2013-2017|8.0|8.6|8.3
2.4|2.7|2.6|1058|I(c) Chronic myeloproliferative diseases|410614782|0-19|All Races|Male and Female|2013-2017|2.4|2.7|2.6
1.3|1.6|1.4|593|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|410614782|0-19|All Races|Male and Female|2013-2017|1.3|1.6|1.4
1.8|2.1|2.0|801|I(e) Unspecified and other specified leukemias|410614782|0-19|All Races|Male and Female|2013-2017|1.8|2.1|2.0
29.5|30.5|30.0|12373|II Lymphomas and reticuloendothelial neoplasms|410614782|0-19|All Races|Male and Female|2013-2017|29.6|30.7|30.1
11.7|12.4|12.1|5003|II(a) Hodgkin lymphomas|410614782|0-19|All Races|Male and Female|2013-2017|11.8|12.5|12.2
9.6|10.2|9.9|4079|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|410614782|0-19|All Races|Male and Female|2013-2017|9.6|10.2|9.9
2.3|2.6|2.5|1011|II(c) Burkitt lymphoma|410614782|0-19|All Races|Male and Female|2013-2017|2.3|2.6|2.5
5.0|5.4|5.2|2125|II(d) Miscellaneous lymphoreticular neoplasms|410614782|0-19|All Races|Male and Female|2013-2017|5.0|5.4|5.2
0.3|0.4|0.4|155|II(e) Unspecified lymphomas|410614782|0-19|All Races|Male and Female|2013-2017|0.3|0.4|0.4
31.8|32.9|32.4|13282|III CNS and misc intracranial and intraspinal neoplasms|410614782|0-19|All Races|Male and Female|2013-2017|31.8|32.9|32.3
2.6|2.9|2.7|1115|III(a) Ependymomas and choroid plexus tumor|410614782|0-19|All Races|Male and Female|2013-2017|2.6|2.9|2.7
16.4|17.1|16.7|6870|III(b) Astrocytomas|410614782|0-19|All Races|Male and Female|2013-2017|16.3|17.1|16.7
5.6|6.0|5.8|2379|III(c) Intracranial and intraspinal embryonal tumors|410614782|0-19|All Races|Male and Female|2013-2017|5.6|6.0|5.8
5.6|6.1|5.8|2389|III(d) Other gliomas|410614782|0-19|All Races|Male and Female|2013-2017|5.6|6.1|5.8
0.7|0.8|0.8|310|III(e) Other specified intracranial & intraspinal neoplasms|410614782|0-19|All Races|Male and Female|2013-2017|0.7|0.8|0.8
0.5|0.6|0.5|219|III(f) Unspecified intracranial and intraspinal neoplasms|410614782|0-19|All Races|Male and Female|2013-2017|0.5|0.6|0.5
8.7|9.2|8.9|3673|IV Neuroblastoma and other peripheral nervous cell tumors|410614782|0-19|All Races|Male and Female|2013-2017|8.7|9.2|8.9
8.4|9.0|8.7|3568|IV(a) Neuroblastoma and ganglioneuroblastoma|410614782|0-19|All Races|Male and Female|2013-2017|8.4|9.0|8.7
