AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
6.8|8.0|7.4|616|VI Renal tumors|83280391|0-19|All Races|Male and Female|2009|6.8|8.0|7.4
6.0|7.1|6.6|546|VI(a) Nephroblastoma and other nonepithelial renal tumors|83280391|0-19|All Races|Male and Female|2009|6.0|7.1|6.6
0.6|1.0|0.8|68|VI(b) Renal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
1.7|2.3|2.0|167|VII Hepatic tumors|83280391|0-19|All Races|Male and Female|2009|1.7|2.3|2.0
1.1|1.7|1.4|116|VII(a) Hepatoblastoma|83280391|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
0.4|0.8|0.6|49|VII(b) Hepatic carcinomas|83280391|0-19|All Races|Male and Female|2009|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83280391|0-19|All Races|Male and Female|2009|~|~|~
8.4|9.7|9.0|758|VIII Malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|8.5|9.8|9.1
4.6|5.6|5.1|425|VIII(a) Osteosarcomas|83280391|0-19|All Races|Male and Female|2009|4.6|5.6|5.1
0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
2.6|3.3|2.9|247|VIII(c) Ewing tumor and related sarcomas of bone|83280391|0-19|All Races|Male and Female|2009|2.6|3.4|3.0
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.5
0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|83280391|0-19|All Races|Male and Female|2009|0.1|0.3|0.2
10.8|12.3|11.6|993|X Germ cell, trophoblastic tumors & neoplasms of gonads|83280391|0-19|All Races|Male and Female|2009|11.2|12.7|11.9
1.4|2.0|1.7|142|X(a) Intracranial & intraspinal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.4|2.0|1.7
1.1|1.6|1.4|116|X(b) Malignant extracranial & extragonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|1.2|1.7|1.4
7.0|8.2|7.6|654|X(c) Malignant gonadal germ cell tumors|83280391|0-19|All Races|Male and Female|2009|7.3|8.5|7.9
0.5|0.8|0.6|53|X(d) Gonadal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.8|0.6
0.2|0.5|0.3|28|X(e) Other and unspecified malignant gonadal tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.3
17.4|19.2|18.2|1572|XI Other malignant epithelial neoplasms and malignant melanomas|83280391|0-19|All Races|Male and Female|2009|18.0|19.8|18.9
0.2|0.4|0.2|21|XI(a) Adrenocortical carcinomas|83280391|0-19|All Races|Male and Female|2009|0.2|0.4|0.3
7.7|8.9|8.3|717|XI(b) Thyroid carcinomas|83280391|0-19|All Races|Male and Female|2009|8.0|9.3|8.6
0.5|0.9|0.7|59|XI(c) Nasopharyngeal carcinomas|83280391|0-19|All Races|Male and Female|2009|0.5|0.9|0.7
4.0|4.9|4.4|382|XI(d) Malignant melanomas|83280391|0-19|All Races|Male and Female|2009|4.1|5.1|4.6
~|~|~|~|XI(e) Skin carcinomas|83280391|0-19|All Races|Male and Female|2009|~|~|~
4.0|4.9|4.5|384|XI(f) Other and unspecified carcinomas|83280391|0-19|All Races|Male and Female|2009|4.2|5.1|4.6
0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|83280391|0-19|All Races|Male and Female|2009|0.7|1.1|0.9
0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.2|0.5|0.4
0.4|0.7|0.5|46|XII(b) Other unspecified malignant tumors|83280391|0-19|All Races|Male and Female|2009|0.4|0.7|0.6
179.1|184.9|182.0|15238|All ICCC Groups Combined|83181970|0-19|All Races|Male and Female|2010|180.3|186.1|183.2
47.5|50.6|49.0|4082|I Leukemias, myeloproliferative & myelodysplastic diseases|83181970|0-19|All Races|Male and Female|2010|47.6|50.6|49.1
33.3|35.9|34.6|2872|I(a) Lymphoid leukemias|83181970|0-19|All Races|Male and Female|2010|33.3|35.8|34.5
7.7|9.0|8.4|700|I(b) Acute myeloid leukemias|83181970|0-19|All Races|Male and Female|2010|7.8|9.1|8.4
2.3|3.1|2.7|226|I(c) Chronic myeloproliferative diseases|83181970|0-19|All Races|Male and Female|2010|2.4|3.1|2.7
1.5|2.1|1.8|150|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83181970|0-19|All Races|Male and Female|2010|1.5|2.1|1.8
1.3|1.9|1.6|134|I(e) Unspecified and other specified leukemias|83181970|0-19|All Races|Male and Female|2010|1.3|1.9|1.6
26.4|28.6|27.5|2317|II Lymphomas and reticuloendothelial neoplasms|83181970|0-19|All Races|Male and Female|2010|26.7|29.0|27.9
11.4|12.9|12.1|1032|II(a) Hodgkin lymphomas|83181970|0-19|All Races|Male and Female|2010|11.7|13.2|12.4
8.0|9.3|8.7|725|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83181970|0-19|All Races|Male and Female|2010|8.1|9.4|8.7
2.1|2.8|2.4|203|II(c) Burkitt lymphoma|83181970|0-19|All Races|Male and Female|2010|2.1|2.8|2.4
3.5|4.4|4.0|328|II(d) Miscellaneous lymphoreticular neoplasms|83181970|0-19|All Races|Male and Female|2010|3.5|4.4|3.9
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|83181970|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
31.3|33.8|32.6|2698|III CNS and misc intracranial and intraspinal neoplasms|83181970|0-19|All Races|Male and Female|2010|31.2|33.7|32.4
2.5|3.2|2.9|238|III(a) Ependymomas and choroid plexus tumor|83181970|0-19|All Races|Male and Female|2010|2.5|3.2|2.9
16.2|18.0|17.0|1413|III(b) Astrocytomas|83181970|0-19|All Races|Male and Female|2010|16.1|17.9|17.0
5.5|6.6|6.1|501|III(c) Intracranial and intraspinal embryonal tumors|83181970|0-19|All Races|Male and Female|2010|5.5|6.6|6.0
5.2|6.2|5.7|468|III(d) Other gliomas|83181970|0-19|All Races|Male and Female|2010|5.1|6.2|5.6
0.5|0.8|0.6|51|III(e) Other specified intracranial & intraspinal neoplasms|83181970|0-19|All Races|Male and Female|2010|0.5|0.8|0.6
0.2|0.5|0.3|27|III(f) Unspecified intracranial and intraspinal neoplasms|83181970|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
8.0|9.2|8.6|713|IV Neuroblastoma and other peripheral nervous cell tumors|83181970|0-19|All Races|Male and Female|2010|8.0|9.2|8.6
7.8|9.0|8.4|696|IV(a) Neuroblastoma and ganglioneuroblastoma|83181970|0-19|All Races|Male and Female|2010|7.8|9.0|8.4
0.1|0.3|0.2|17|IV(b) Other peripheral nervous cell tumors|83181970|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
12.1|13.6|12.8|1071|IX Soft tissue and other extraosseous sarcomas|83181970|0-19|All Races|Male and Female|2010|12.1|13.7|12.9
4.8|5.8|5.3|439|IX(a) Rhabdomyosarcomas|83181970|0-19|All Races|Male and Female|2010|4.8|5.8|5.3
0.8|1.3|1.0|88|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83181970|0-19|All Races|Male and Female|2010|0.8|1.3|1.1
~|~|~|~|IX(c) Kaposi sarcoma|83181970|0-19|All Races|Male and Female|2010|~|~|~
4.3|5.2|4.7|396|IX(d) Other specified soft tissue sarcomas|83181970|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
1.4|2.0|1.7|144|IX(e) Unspecified soft tissue sarcomas|83181970|0-19|All Races|Male and Female|2010|1.5|2.0|1.7
0.1|0.4|0.2|20|Not classified by ICCC|83181970|0-19|All Races|Male and Female|2010|0.1|0.4|0.2
3.0|3.9|3.4|285|V Retinoblastoma|83181970|0-19|All Races|Male and Female|2010|3.0|3.8|3.4
6.1|7.3|6.7|556|VI Renal tumors|83181970|0-19|All Races|Male and Female|2010|6.1|7.3|6.7
5.6|6.7|6.2|513|VI(a) Nephroblastoma and other nonepithelial renal tumors|83181970|0-19|All Races|Male and Female|2010|5.6|6.7|6.2
0.3|0.7|0.5|41|VI(b) Renal carcinomas|83181970|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|83181970|0-19|All Races|Male and Female|2010|~|~|~
2.3|3.0|2.6|221|VII Hepatic tumors|83181970|0-19|All Races|Male and Female|2010|2.3|3.0|2.7
1.6|2.2|1.9|160|VII(a) Hepatoblastoma|83181970|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
0.5|0.9|0.7|59|VII(b) Hepatic carcinomas|83181970|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83181970|0-19|All Races|Male and Female|2010|~|~|~
7.8|9.0|8.4|700|VIII Malignant bone tumors|83181970|0-19|All Races|Male and Female|2010|7.8|9.1|8.4
4.3|5.2|4.8|398|VIII(a) Osteosarcomas|83181970|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
0.3|0.5|0.4|32|VIII(b) Chondrosarcomas|83181970|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
2.3|3.0|2.6|219|VIII(c) Ewing tumor and related sarcomas of bone|83181970|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|83181970|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
~|~|~|~|VIII(e) Unspecified malignant bone tumors|83181970|0-19|All Races|Male and Female|2010|~|~|~
10.8|12.3|11.6|983|X Germ cell, trophoblastic tumors & neoplasms of gonads|83181970|0-19|All Races|Male and Female|2010|11.1|12.6|11.8
1.7|2.3|2.0|167|X(a) Intracranial & intraspinal germ cell tumors|83181970|0-19|All Races|Male and Female|2010|1.7|2.3|2.0
1.1|1.6|1.3|112|X(b) Malignant extracranial & extragonadal germ cell tumors|83181970|0-19|All Races|Male and Female|2010|1.1|1.6|1.3
6.7|7.9|7.3|627|X(c) Malignant gonadal germ cell tumors|83181970|0-19|All Races|Male and Female|2010|7.0|8.2|7.5
0.4|0.7|0.5|43|X(d) Gonadal carcinomas|83181970|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|83181970|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
17.0|18.9|17.9|1535|XI Other malignant epithelial neoplasms and malignant melanomas|83181970|0-19|All Races|Male and Female|2010|17.5|19.4|18.5
0.2|0.4|0.3|21|XI(a) Adrenocortical carcinomas|83181970|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
8.0|9.2|8.6|735|XI(b) Thyroid carcinomas|83181970|0-19|All Races|Male and Female|2010|8.2|9.5|8.8
0.4|0.8|0.6|49|XI(c) Nasopharyngeal carcinomas|83181970|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
3.6|4.5|4.0|344|XI(d) Malignant melanomas|83181970|0-19|All Races|Male and Female|2010|3.7|4.6|4.1
~|~|~|~|XI(e) Skin carcinomas|83181970|0-19|All Races|Male and Female|2010|~|~|~
4.0|4.9|4.4|377|XI(f) Other and unspecified carcinomas|83181970|0-19|All Races|Male and Female|2010|4.1|5.0|4.5
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|83181970|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83181970|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
0.2|0.4|0.3|25|XII(b) Other unspecified malignant tumors|83181970|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
180.8|186.6|183.7|15301|All ICCC Groups Combined|82830017|0-19|All Races|Male and Female|2011|181.8|187.7|184.7
47.7|50.7|49.2|4078|I Leukemias, myeloproliferative & myelodysplastic diseases|82830017|0-19|All Races|Male and Female|2011|47.7|50.8|49.2
34.5|37.1|35.8|2960|I(a) Lymphoid leukemias|82830017|0-19|All Races|Male and Female|2011|34.5|37.0|35.7
7.7|9.0|8.3|694|I(b) Acute myeloid leukemias|82830017|0-19|All Races|Male and Female|2011|7.8|9.0|8.4
2.0|2.7|2.3|196|I(c) Chronic myeloproliferative diseases|82830017|0-19|All Races|Male and Female|2011|2.0|2.7|2.4
1.1|1.6|1.3|107|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82830017|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
1.2|1.7|1.5|121|I(e) Unspecified and other specified leukemias|82830017|0-19|All Races|Male and Female|2011|1.2|1.7|1.5
26.8|29.1|27.9|2334|II Lymphomas and reticuloendothelial neoplasms|82830017|0-19|All Races|Male and Female|2011|27.0|29.3|28.2
11.1|12.6|11.8|1000|II(a) Hodgkin lymphomas|82830017|0-19|All Races|Male and Female|2011|11.3|12.8|12.1
7.8|9.1|8.4|705|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82830017|0-19|All Races|Male and Female|2011|7.9|9.2|8.5
2.2|2.9|2.5|207|II(c) Burkitt lymphoma|82830017|0-19|All Races|Male and Female|2011|2.2|2.9|2.5
4.3|5.3|4.8|392|II(d) Miscellaneous lymphoreticular neoplasms|82830017|0-19|All Races|Male and Female|2011|4.3|5.2|4.7
0.2|0.5|0.4|30|II(e) Unspecified lymphomas|82830017|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
32.0|34.5|33.2|2745|III CNS and misc intracranial and intraspinal neoplasms|82830017|0-19|All Races|Male and Female|2011|31.9|34.4|33.1
2.5|3.3|2.9|239|III(a) Ependymomas and choroid plexus tumor|82830017|0-19|All Races|Male and Female|2011|2.5|3.3|2.9
16.3|18.1|17.2|1426|III(b) Astrocytomas|82830017|0-19|All Races|Male and Female|2011|16.3|18.1|17.2
5.6|6.7|6.1|507|III(c) Intracranial and intraspinal embryonal tumors|82830017|0-19|All Races|Male and Female|2011|5.6|6.7|6.1
5.4|6.5|6.0|492|III(d) Other gliomas|82830017|0-19|All Races|Male and Female|2011|5.4|6.5|5.9
0.4|0.7|0.6|46|III(e) Other specified intracranial & intraspinal neoplasms|82830017|0-19|All Races|Male and Female|2011|0.4|0.7|0.6
0.3|0.6|0.4|35|III(f) Unspecified intracranial and intraspinal neoplasms|82830017|0-19|All Races|Male and Female|2011|0.3|0.6|0.4
7.9|9.2|8.6|709|IV Neuroblastoma and other peripheral nervous cell tumors|82830017|0-19|All Races|Male and Female|2011|7.9|9.2|8.6
7.7|9.0|8.3|688|IV(a) Neuroblastoma and ganglioneuroblastoma|82830017|0-19|All Races|Male and Female|2011|7.7|9.0|8.3
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82830017|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
11.5|13.0|12.2|1016|IX Soft tissue and other extraosseous sarcomas|82830017|0-19|All Races|Male and Female|2011|11.5|13.0|12.3
4.3|5.2|4.7|392|IX(a) Rhabdomyosarcomas|82830017|0-19|All Races|Male and Female|2011|4.3|5.2|4.7
1.1|1.6|1.3|110|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82830017|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82830017|0-19|All Races|Male and Female|2011|~|~|~
4.3|5.3|4.8|401|IX(d) Other specified soft tissue sarcomas|82830017|0-19|All Races|Male and Female|2011|4.4|5.3|4.8
1.0|1.5|1.3|106|IX(e) Unspecified soft tissue sarcomas|82830017|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
0.2|0.4|0.3|23|Not classified by ICCC|82830017|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.5|3.1|261|V Retinoblastoma|82830017|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
6.6|7.8|7.2|597|VI Renal tumors|82830017|0-19|All Races|Male and Female|2011|6.6|7.8|7.2
6.0|7.1|6.5|540|VI(a) Nephroblastoma and other nonepithelial renal tumors|82830017|0-19|All Races|Male and Female|2011|6.0|7.1|6.5
0.5|0.9|0.7|56|VI(b) Renal carcinomas|82830017|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82830017|0-19|All Races|Male and Female|2011|~|~|~
2.3|3.0|2.6|216|VII Hepatic tumors|82830017|0-19|All Races|Male and Female|2011|2.3|3.0|2.6
1.7|2.4|2.0|168|VII(a) Hepatoblastoma|82830017|0-19|All Races|Male and Female|2011|1.7|2.4|2.0
0.4|0.7|0.5|44|VII(b) Hepatic carcinomas|82830017|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82830017|0-19|All Races|Male and Female|2011|~|~|~
8.3|9.6|9.0|745|VIII Malignant bone tumors|82830017|0-19|All Races|Male and Female|2011|8.4|9.7|9.0
4.6|5.6|5.1|422|VIII(a) Osteosarcomas|82830017|0-19|All Races|Male and Female|2011|4.6|5.6|5.1
0.2|0.4|0.2|21|VIII(b) Chondrosarcomas|82830017|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|263|VIII(c) Ewing tumor and related sarcomas of bone|82830017|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
0.2|0.5|0.3|26|VIII(d) Other specified malignant bone tumors|82830017|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82830017|0-19|All Races|Male and Female|2011|~|~|~
10.1|11.5|10.7|908|X Germ cell, trophoblastic tumors & neoplasms of gonads|82830017|0-19|All Races|Male and Female|2011|10.3|11.7|11.0
1.4|2.0|1.7|139|X(a) Intracranial & intraspinal germ cell tumors|82830017|0-19|All Races|Male and Female|2011|1.4|2.0|1.7
1.1|1.6|1.4|115|X(b) Malignant extracranial & extragonadal germ cell tumors|82830017|0-19|All Races|Male and Female|2011|1.1|1.7|1.4
6.6|7.7|7.1|607|X(c) Malignant gonadal germ cell tumors|82830017|0-19|All Races|Male and Female|2011|6.8|7.9|7.3
0.2|0.5|0.3|26|X(d) Gonadal carcinomas|82830017|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.4|0.2|21|X(e) Other and unspecified malignant gonadal tumors|82830017|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
18.1|20.0|19.0|1612|XI Other malignant epithelial neoplasms and malignant melanomas|82830017|0-19|All Races|Male and Female|2011|18.5|20.4|19.5
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|82830017|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
8.7|10.0|9.3|792|XI(b) Thyroid carcinomas|82830017|0-19|All Races|Male and Female|2011|8.9|10.3|9.6
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82830017|0-19|All Races|Male and Female|2011|0.5|0.8|0.6
3.9|4.8|4.3|363|XI(d) Malignant melanomas|82830017|0-19|All Races|Male and Female|2011|3.9|4.9|4.4
~|~|~|~|XI(e) Skin carcinomas|82830017|0-19|All Races|Male and Female|2011|~|~|~
4.0|4.9|4.5|379|XI(f) Other and unspecified carcinomas|82830017|0-19|All Races|Male and Female|2011|4.1|5.1|4.6
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|82830017|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|82830017|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|82830017|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
182.1|187.9|185.0|15327|All ICCC Groups Combined|82487297|0-19|All Races|Male and Female|2012|182.9|188.8|185.8
46.2|49.2|47.7|3938|I Leukemias, myeloproliferative & myelodysplastic diseases|82487297|0-19|All Races|Male and Female|2012|46.3|49.3|47.7
32.8|35.4|34.1|2810|I(a) Lymphoid leukemias|82487297|0-19|All Races|Male and Female|2012|32.8|35.3|34.1
7.3|8.5|7.9|652|I(b) Acute myeloid leukemias|82487297|0-19|All Races|Male and Female|2012|7.3|8.5|7.9
2.2|2.9|2.5|208|I(c) Chronic myeloproliferative diseases|82487297|0-19|All Races|Male and Female|2012|2.2|2.9|2.5
1.3|1.8|1.5|124|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82487297|0-19|All Races|Male and Female|2012|1.3|1.8|1.5
1.5|2.0|1.7|144|I(e) Unspecified and other specified leukemias|82487297|0-19|All Races|Male and Female|2012|1.5|2.1|1.7
28.7|31.1|29.9|2484|II Lymphomas and reticuloendothelial neoplasms|82487297|0-19|All Races|Male and Female|2012|28.9|31.3|30.1
11.7|13.3|12.5|1045|II(a) Hodgkin lymphomas|82487297|0-19|All Races|Male and Female|2012|11.9|13.5|12.7
9.1|10.5|9.8|813|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82487297|0-19|All Races|Male and Female|2012|9.2|10.6|9.9
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|82487297|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.3|5.3|4.8|395|II(d) Miscellaneous lymphoreticular neoplasms|82487297|0-19|All Races|Male and Female|2012|4.3|5.3|4.8
0.3|0.7|0.5|40|II(e) Unspecified lymphomas|82487297|0-19|All Races|Male and Female|2012|0.3|0.7|0.5
30.9|33.4|32.1|2648|III CNS and misc intracranial and intraspinal neoplasms|82487297|0-19|All Races|Male and Female|2012|30.9|33.3|32.1
2.3|3.1|2.7|222|III(a) Ependymomas and choroid plexus tumor|82487297|0-19|All Races|Male and Female|2012|2.3|3.1|2.7
16.3|18.1|17.2|1419|III(b) Astrocytomas|82487297|0-19|All Races|Male and Female|2012|16.3|18.1|17.2
5.3|6.4|5.8|480|III(c) Intracranial and intraspinal embryonal tumors|82487297|0-19|All Races|Male and Female|2012|5.3|6.4|5.8
4.7|5.7|5.2|429|III(d) Other gliomas|82487297|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.4|0.7|0.5|45|III(e) Other specified intracranial & intraspinal neoplasms|82487297|0-19|All Races|Male and Female|2012|0.4|0.7|0.5
0.5|0.8|0.6|53|III(f) Unspecified intracranial and intraspinal neoplasms|82487297|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
8.2|9.5|8.8|725|IV Neuroblastoma and other peripheral nervous cell tumors|82487297|0-19|All Races|Male and Female|2012|8.2|9.5|8.8
7.9|9.2|8.5|704|IV(a) Neuroblastoma and ganglioneuroblastoma|82487297|0-19|All Races|Male and Female|2012|7.9|9.2|8.5
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82487297|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
11.0|12.5|11.8|973|IX Soft tissue and other extraosseous sarcomas|82487297|0-19|All Races|Male and Female|2012|11.1|12.6|11.8
4.1|5.0|4.6|376|IX(a) Rhabdomyosarcomas|82487297|0-19|All Races|Male and Female|2012|4.1|5.0|4.6
1.0|1.5|1.2|103|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82487297|0-19|All Races|Male and Female|2012|1.0|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|82487297|0-19|All Races|Male and Female|2012|~|~|~
4.0|5.0|4.5|372|IX(d) Other specified soft tissue sarcomas|82487297|0-19|All Races|Male and Female|2012|4.1|5.0|4.5
1.2|1.7|1.4|116|IX(e) Unspecified soft tissue sarcomas|82487297|0-19|All Races|Male and Female|2012|1.2|1.7|1.4
0.1|0.4|0.2|20|Not classified by ICCC|82487297|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.3|274|V Retinoblastoma|82487297|0-19|All Races|Male and Female|2012|2.9|3.7|3.3
6.5|7.6|7.0|582|VI Renal tumors|82487297|0-19|All Races|Male and Female|2012|6.5|7.7|7.1
5.7|6.8|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|82487297|0-19|All Races|Male and Female|2012|5.7|6.8|6.3
0.6|0.9|0.7|61|VI(b) Renal carcinomas|82487297|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82487297|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.2|2.8|230|VII Hepatic tumors|82487297|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
1.8|2.5|2.1|176|VII(a) Hepatoblastoma|82487297|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82487297|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82487297|0-19|All Races|Male and Female|2012|~|~|~
8.4|9.7|9.0|748|VIII Malignant bone tumors|82487297|0-19|All Races|Male and Female|2012|8.4|9.7|9.1
4.7|5.7|5.2|431|VIII(a) Osteosarcomas|82487297|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.2|0.5|0.3|28|VIII(b) Chondrosarcomas|82487297|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
2.5|3.2|2.8|235|VIII(c) Ewing tumor and related sarcomas of bone|82487297|0-19|All Races|Male and Female|2012|2.5|3.2|2.8
0.3|0.6|0.4|34|VIII(d) Other specified malignant bone tumors|82487297|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.1|0.4|0.2|20|VIII(e) Unspecified malignant bone tumors|82487297|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
10.9|12.4|11.6|975|X Germ cell, trophoblastic tumors & neoplasms of gonads|82487297|0-19|All Races|Male and Female|2012|11.1|12.6|11.8
1.3|1.9|1.6|131|X(a) Intracranial & intraspinal germ cell tumors|82487297|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
1.4|2.0|1.7|141|X(b) Malignant extracranial & extragonadal germ cell tumors|82487297|0-19|All Races|Male and Female|2012|1.4|2.0|1.7
7.0|8.2|7.6|641|X(c) Malignant gonadal germ cell tumors|82487297|0-19|All Races|Male and Female|2012|7.2|8.4|7.8
0.3|0.6|0.4|35|X(d) Gonadal carcinomas|82487297|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|82487297|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
18.7|20.6|19.7|1649|XI Other malignant epithelial neoplasms and malignant melanomas|82487297|0-19|All Races|Male and Female|2012|19.0|21.0|20.0
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|82487297|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
9.0|10.4|9.7|813|XI(b) Thyroid carcinomas|82487297|0-19|All Races|Male and Female|2012|9.2|10.6|9.9
0.3|0.6|0.5|38|XI(c) Nasopharyngeal carcinomas|82487297|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
3.8|4.7|4.2|355|XI(d) Malignant melanomas|82487297|0-19|All Races|Male and Female|2012|3.9|4.8|4.3
~|~|~|~|XI(e) Skin carcinomas|82487297|0-19|All Races|Male and Female|2012|~|~|~
4.5|5.4|4.9|413|XI(f) Other and unspecified carcinomas|82487297|0-19|All Races|Male and Female|2012|4.5|5.5|5.0
0.8|1.2|1.0|81|XII Other and unspecified malignant neoplasms|82487297|0-19|All Races|Male and Female|2012|0.8|1.2|1.0
0.3|0.6|0.4|36|XII(a) Other specified malignant tumors|82487297|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
